prob,player1,player2,pid
0.000796262,1.54395,0.456055,14204
prob,player1,player2,pid
0.000796262,1.90723,0.0927734,14203
prob,player1,player2,pid
0.000796262,0.473633,1.52637,14140
prob,player1,player2,pid
0.000530842,1.47363,0.526367,14207
prob,player1,player2,pid
0.000530842,0.973633,1.02637,14201
prob,player1,player2,pid
0.00119439,0.602539,1.39746,13979
prob,player1,player2,pid
0.000796262,1.60254,0.397461,14209
prob,player1,player2,pid
0.000353894,1.97363,0.0263672,14208
prob,player1,player2,pid
0.00119439,1.34473,0.655273,13981
prob,player1,player2,pid
0.000796262,1.84473,0.155273,13997
prob,player1,player2,pid
0.00119439,1.40723,0.592773,13834
prob,player1,player2,pid
0.000796262,0.618164,1.38184,14141
prob,player1,player2,pid
0.00119439,1.54004,0.459961,13989
prob,player1,player2,pid
0.00119439,0.661133,1.33887,13969
prob,player1,player2,pid
0.000796262,0.72168,1.27832,14015
